year,statefips,metrofips,geo_area,cicp_initiative,females,males
2022,00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,42220.61909418075,68480.82298515514
2021,00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,42107.33749561042,67608.57567730393
2023,00,18020,Columbus MSA,AgriNovus,1134.2531163785436,2322.3777150526844
2021,00,21140,Elkhart-Goshen MSA,BioCrossroads,679.3156244353983,791.2209195039974
2023,00,17140,Cincinnati MSA,BioCrossroads,21688.220913019108,22052.766515775867
2020,00,43780,South Bend-Mishawaka MSA,BioCrossroads,2931.936698440112,2700.526261160922
2022,00,45460,Terre Haute MSA,Conexus,12054.008061639743,41303.986146818046
2022,00,43780,South Bend-Mishawaka MSA,Conexus,29591.609183126504,72049.67096052734
2019,00,17140,Cincinnati MSA,Conexus,239638.38670556675,626625.9441737409
2020,00,21780,Evansville MSA,Conexus,28751.086152998727,82283.30852405968
2022,00,33140,Michigan City-La Porte MSA,Conexus,14124.277888609813,31671.276370341315
2021,00,43780,South Bend-Mishawaka MSA,TechPoint,2992.9930732470834,4254.492697504248
2019,00,43780,South Bend-Mishawaka MSA,TechPoint,2977.369086780574,4176.799906576614
2022,00,45460,Terre Haute MSA,Advanced and Traded Industries,14429.736684731646,33726.254210372375
2020,00,23060,Fort Wayne MSA,Advanced and Traded Industries,71969.9155970704,135146.48090256972
2022,00,23060,Fort Wayne MSA,Advanced and Traded Industries,79022.29253552704,148527.85771223146
2020,00,14020,Bloomington MSA,Advanced and Traded Industries,21454.860071250547,26340.57220652957
2021,00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,278534.3152054187,457841.6586317972
2022,00,21780,Evansville MSA,AgriNovus,5842.348168404877,13849.979051510827
2022,00,14020,Bloomington MSA,AgriNovus,1662.7497482508518,3553.6654753916546
2023,00,45460,Terre Haute MSA,AgriNovus,1767.21137121544,6810.405964056705
2020,00,31140,Louisville/Jefferson County MSA,AgriNovus,22679.778269078543,50009.17690031097
2023,00,18020,Columbus MSA,BioCrossroads,503.4828086645637,913.6750000111568
2020,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,105691.641330986,116219.0575664069
2019,18,00000,Indiana,BioCrossroads,83359.29800699496,103703.79650635243
2020,00,29200,Lafayette-West Lafayette MSA,BioCrossroads,2339.5508254927986,4189.561719285174
2023,00,21140,Elkhart-Goshen MSA,Conexus,93626.90361568006,208257.22964811997
2022,18,00000,Indiana,Conexus,1012060.2868098201,2359493.4550578687
2020,00,31140,Louisville/Jefferson County MSA,Conexus,195485.67796442032,461929.4027052336
2022,00,17140,Cincinnati MSA,TechPoint,27878.307960856244,57494.887127452486
2021,00,18020,Columbus MSA,TechPoint,630.074434502958,1886.6967384161194
2020,00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,32797.74734093997,64044.499279511154
2020,00,33140,Michigan City-La Porte MSA,TechPoint,324.416716587186,429.429272186868
2023,00,21780,Evansville MSA,Advanced and Traded Industries,42608.615874939496,79123.83541385688
2023,18,00000,Indiana,Advanced and Traded Industries,1196660.595194372,2135309.239226541
2022,00,18020,Columbus MSA,Advanced and Traded Industries,23320.529629605582,51170.81955014867
2020,00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,368289.93773546745,581142.1322454079
2021,00,29200,Lafayette-West Lafayette MSA,Advanced and Traded Industries,25952.421757200686,62331.4068047136
2023,00,23060,Fort Wayne MSA,AgriNovus,6585.522347064923,13763.042002396753
2021,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,170549.47674533367,286455.0130199493
2019,18,00000,Indiana,AgriNovus,120200.36454643428,266878.96169112716
2019,00,45460,Terre Haute MSA,AgriNovus,1623.2251305037678,5855.405471405358
2019,0,00000,United States,AgriNovus,6500603.709590283,13518388.442763232
2020,00,21780,Evansville MSA,BioCrossroads,1628.146105773589,3014.27485412763
2021,00,29020,Kokomo MSA,TechPoint,195.893805470868,523.7156807288791
2023,00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,36551.90481874356,65295.33460272539
2020,00,43780,South Bend-Mishawaka MSA,TechPoint,2756.0041668172917,4081.790529355402
2022,00,29020,Kokomo MSA,Advanced and Traded Industries,10887.11754575955,25453.941041498496
2019,00,18020,Columbus MSA,Advanced and Traded Industries,24305.311379681618,53972.84202847178
2023,00,33140,Michigan City-La Porte MSA,Advanced and Traded Industries,14063.729084026269,26555.251066633227
2019,00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,165970.43091013972,288317.0673532258
2021,00,34620,Muncie MSA,BioCrossroads,132.62925075286702,99.3532009154614
2019,00,29020,Kokomo MSA,BioCrossroads,165.8118144786989,137.19829119195364
2021,00,29200,Lafayette-West Lafayette MSA,BioCrossroads,2946.117146994646,4680.197234766894
2022,00,34620,Muncie MSA,BioCrossroads,191.06923957143212,98.61388452548407
2019,00,21780,Evansville MSA,BioCrossroads,1547.4991590898587,2741.750806161648
2021,00,23060,Fort Wayne MSA,Conexus,61750.12698098284,157762.14620204046
2023,18,00000,Indiana,Conexus,1019619.6909633714,2345807.8042969084
2023,00,26900,Indianapolis-Carmel-Greenwood MSA,Conexus,304644.5636765175,615873.183383802
2019,00,23060,Fort Wayne MSA,Conexus,62148.09348702419,161772.4849069211
2022,00,43780,South Bend-Mishawaka MSA,TechPoint,3709.1637151552322,4969.329802020931
2023,00,29020,Kokomo MSA,TechPoint,267.78102247899596,545.792516439792
2022,00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,36652.129753815374,65674.11588076757
2019,00,31140,Louisville/Jefferson County MSA,TechPoint,19877.194979687436,35124.32958556914
2020,00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,70837.00120096568,157515.919944019
2019,00,23060,Fort Wayne MSA,Advanced and Traded Industries,74888.81083394625,143020.01319216576
2019,00,45460,Terre Haute MSA,Advanced and Traded Industries,14250.35832478972,34054.95261054281
2019,00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,270834.4997700689,452407.0338567916
2019,00,21780,Evansville MSA,Advanced and Traded Industries,40636.949706897685,78799.71530011766
2022,00,31140,Louisville/Jefferson County MSA,AgriNovus,25352.912588831852,54309.70693885648
2021,00,45460,Terre Haute MSA,BioCrossroads,1044.1841380735716,1296.360298460672
2022,00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,41170.795724372074,45970.613540651175
2020,00,23060,Fort Wayne MSA,Conexus,58149.17414591008,150660.9128277065
2023,00,45460,Terre Haute MSA,TechPoint,453.99939694823706,1215.67493594076
2023,00,29200,Lafayette-West Lafayette MSA,Advanced and Traded Industries,29598.467574389408,67446.64215009335
2023,00,14020,Bloomington MSA,Advanced and Traded Industries,24749.407777352335,29937.238774177244
2022,00,31140,Louisville/Jefferson County MSA,BioCrossroads,11331.878879361597,10403.76248417613
2023,00,14020,Bloomington MSA,BioCrossroads,14288.859854424953,13730.124938192064
2021,00,17140,Cincinnati MSA,TechPoint,27017.381929158393,57403.18875936935
2021,00,45460,Terre Haute MSA,TechPoint,482.923518126891,1120.047647855142
2019,00,16980,Chicago-Naperville-Elgin MSA,TechPoint,161954.62007097615,306041.14910803374
2023,00,33140,Michigan City-La Porte MSA,TechPoint,309.41653238265,428.239833462276
2020,00,45460,Terre Haute MSA,Advanced and Traded Industries,13344.23455276839,31922.566318930538
2022,0,00000,United States,AgriNovus,6873787.711250494,13754108.538303247
2021,00,23060,Fort Wayne MSA,AgriNovus,5853.108856615623,13621.583965637103
2021,0,00000,United States,AgriNovus,6519872.8526654085,13331481.245692845
2019,00,31140,Louisville/Jefferson County MSA,AgriNovus,22965.83586407192,51412.27022479548
2020,00,45460,Terre Haute MSA,BioCrossroads,904.7645112242246,1277.2570662358344
2023,0,00000,United States,BioCrossroads,3460709.232319039,4131721.804651039
2022,00,17140,Cincinnati MSA,Conexus,265356.4668701069,640236.7581130911
2019,00,16980,Chicago-Naperville-Elgin MSA,Conexus,1020650.5445238181,2205527.3202258605
2022,00,16980,Chicago-Naperville-Elgin MSA,Conexus,1070623.6294829184,2205101.2636035047
2020,00,26900,Indianapolis-Carmel-Greenwood MSA,Conexus,252039.69316219058,554339.6598160429
2019,00,33140,Michigan City-La Porte MSA,Conexus,13257.210872959753,31088.24763194717
2020,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,1574621.5823237184,2489300.8170285188
2021,00,23060,Fort Wayne MSA,Advanced and Traded Industries,74746.39168085143,140818.24437701324
2019,00,14020,Bloomington MSA,Advanced and Traded Industries,21058.815878276782,25631.28721244306
2021,18,00000,Indiana,Advanced and Traded Industries,1120062.2133307112,2048043.132139848
2023,00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,287898.4255752789,474282.98585255194
2019,00,43780,South Bend-Mishawaka MSA,Advanced and Traded Industries,43655.76738105044,70535.2320730442
2022,00,29020,Kokomo MSA,AgriNovus,784.0551080595399,2098.1622226348004
2021,00,33140,Michigan City-La Porte MSA,AgriNovus,3081.050634110441,5740.949388452822
2023,00,31140,Louisville/Jefferson County MSA,AgriNovus,26251.911867097893,57918.08658344068
2023,00,29200,Lafayette-West Lafayette MSA,BioCrossroads,2669.6083210785896,5146.726961800775
2021,00,21780,Evansville MSA,BioCrossroads,1658.615641743807,3360.781670372105
2021,00,29200,Lafayette-West Lafayette MSA,Conexus,24913.41608935352,74408.23339566363
2022,00,21140,Elkhart-Goshen MSA,Conexus,106754.07677350426,236822.50390460092
2021,00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,384142.024399003,601296.2311838755
2019,00,29020,Kokomo MSA,AgriNovus,772.5877700234398,1943.745082277048
2021,00,21140,Elkhart-Goshen MSA,AgriNovus,3462.9583834332275,5712.5856149309475
2023,00,33140,Michigan City-La Porte MSA,AgriNovus,3457.9753449554005,6014.374470890835
2023,18,00000,Indiana,AgriNovus,134092.54541548836,283300.083278206
2022,00,23060,Fort Wayne MSA,BioCrossroads,2045.8768353168848,3478.4613680322577
2019,00,18020,Columbus MSA,BioCrossroads,261.5521462608163,746.6361932467968
2023,00,33140,Michigan City-La Porte MSA,BioCrossroads,358.0142042685622,374.4199533438809
2020,18,00000,Indiana,BioCrossroads,82434.00233563379,104234.9821363896
2020,00,45460,Terre Haute MSA,Conexus,10360.40256498838,38546.19796321664
2019,00,21780,Evansville MSA,Conexus,30325.475445540684,86001.75084348537
2019,00,23060,Fort Wayne MSA,TechPoint,6389.114998531781,11935.574819550726
2020,00,34620,Muncie MSA,TechPoint,1616.8908332997748,1928.999214615312
2022,00,29200,Lafayette-West Lafayette MSA,TechPoint,1642.86076590876,3260.0361487643636
2020,00,17140,Cincinnati MSA,Advanced and Traded Industries,401961.00644564576,660011.215695141
2022,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,1656499.5544499229,2551977.9615334873
2021,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,1595860.4774528472,2495628.065810784
2019,00,34620,Muncie MSA,Advanced and Traded Industries,10423.173969417525,19709.82237009111
2021,00,17140,Cincinnati MSA,AgriNovus,36559.89736231827,77607.62011321618
2019,00,29020,Kokomo MSA,Conexus,12804.212820326693,38515.614524343604
2023,00,21780,Evansville MSA,Conexus,32244.164697398075,85110.35158838959
2020,00,17140,Cincinnati MSA,Conexus,235704.14204176448,605653.3337906838
2022,00,26900,Indianapolis-Carmel-Greenwood MSA,Conexus,291658.87413485965,604606.7087694617
2022,00,14020,Bloomington MSA,Conexus,26320.127730696873,33858.027534697605
2019,00,45460,Terre Haute MSA,Conexus,11175.557636624553,41162.995722513624
2020,00,34620,Muncie MSA,Conexus,4477.562580506804,18341.314171589904
2022,00,31140,Louisville/Jefferson County MSA,TechPoint,20974.32538834015,36513.93986703197
2021,00,29200,Lafayette-West Lafayette MSA,TechPoint,1488.7336329724592,2919.293551902529
2021,00,31140,Louisville/Jefferson County MSA,TechPoint,19535.51403325566,34985.22845078348
2021,00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,39171.38506077517,43228.74414014273
2022,00,33140,Michigan City-La Porte MSA,BioCrossroads,397.9123554737161,334.54077442326263
2019,00,31140,Louisville/Jefferson County MSA,BioCrossroads,8643.50229549261,9127.832399502471
2020,00,33140,Michigan City-La Porte MSA,BioCrossroads,347.82495016074625,302.7773344598793
2023,00,34620,Muncie MSA,Conexus,5098.6881572223765,19500.646747870305
2020,00,33140,Michigan City-La Porte MSA,Conexus,12789.437570480624,29908.24724779511
2019,00,26900,Indianapolis-Carmel-Greenwood MSA,TechPoint,32660.65751496726,64637.24679294683
2019,00,17140,Cincinnati MSA,TechPoint,25600.43138469974,57344.1854875196
2022,00,21780,Evansville MSA,Advanced and Traded Industries,42473.749501545586,79683.33400130428
2021,00,21780,Evansville MSA,Advanced and Traded Industries,40659.728090362165,76814.72656993389
2019,00,33140,Michigan City-La Porte MSA,Advanced and Traded Industries,12875.86082107755,24819.50931471829
2019,00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,29929.975388657982,65518.821356600216
2023,00,43780,South Bend-Mishawaka MSA,AgriNovus,3253.7304550000626,6748.248435597498
2019,00,34620,Muncie MSA,AgriNovus,458.38639058753523,1182.3470215413454
2020,00,23060,Fort Wayne MSA,BioCrossroads,1983.873917735577,3707.5661677566723
2021,00,43780,South Bend-Mishawaka MSA,BioCrossroads,2459.55108827861,2456.7710617664097
2023,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,108430.29539696545,119697.32532281007
2019,00,21140,Elkhart-Goshen MSA,Conexus,89009.77041347824,211572.98602541425
2020,00,14020,Bloomington MSA,Conexus,19907.07377576393,27309.90800105498
2023,00,16980,Chicago-Naperville-Elgin MSA,Conexus,1097695.5980003367,2221757.844066575
2019,00,29020,Kokomo MSA,TechPoint,182.480583098007,487.29224902940706
2022,00,29020,Kokomo MSA,TechPoint,201.3478631969259,499.73202585867386
2021,00,23060,Fort Wayne MSA,TechPoint,6157.065107864293,12016.13843672648
2020,00,29200,Lafayette-West Lafayette MSA,TechPoint,1334.752591345143,2600.8035699177744
2023,00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,1676375.5532239927,2561880.593447122
2020,00,29020,Kokomo MSA,Advanced and Traded Industries,12197.826864311985,29303.461646765754
2022,00,43780,South Bend-Mishawaka MSA,AgriNovus,3114.373511952299,6580.726405486056
2022,00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,32854.05377599574,70462.95267135845
2022,00,34620,Muncie MSA,AgriNovus,490.90719845117997,1686.9433174535625
2021,00,21140,Elkhart-Goshen MSA,Conexus,101150.8710583807,229087.2561343291
2019,00,29200,Lafayette-West Lafayette MSA,Conexus,24723.183751822387,77098.08257514214
2021,18,00000,Indiana,Conexus,952567.6820939947,2270618.0334138717
2022,0,00000,United States,TechPoint,6410748.66082158,11702858.801247694
2022,00,45460,Terre Haute MSA,TechPoint,412.254362616525,1081.096571553381
2019,00,21140,Elkhart-Goshen MSA,TechPoint,1749.4730458648226,1860.4216318502401
2020,00,21140,Elkhart-Goshen MSA,TechPoint,1540.0391904718501,1768.896144362796
2022,00,14020,Bloomington MSA,TechPoint,1348.8504205611418,2309.287255723929
2022,00,21140,Elkhart-Goshen MSA,TechPoint,1692.4959717523805,1912.704862560321
2021,00,14020,Bloomington MSA,BioCrossroads,13367.309845120362,12451.570773168953
2021,00,18020,Columbus MSA,BioCrossroads,413.28790916621983,861.7808826742356
2021,0,00000,United States,BioCrossroads,3182682.911623359,3884045.9329623803
2022,00,14020,Bloomington MSA,BioCrossroads,15697.30731139197,14915.076086808374
2020,00,34620,Muncie MSA,BioCrossroads,80.60348105006675,97.48569807398556
2021,00,14020,Bloomington MSA,Conexus,22892.494831355987,30362.15172344267
2020,18,00000,Indiana,Conexus,903118.9000976108,2188596.8661525557
2022,00,18020,Columbus MSA,TechPoint,606.488467697847,1796.2012225009291
2022,18,00000,Indiana,TechPoint,79192.60768055255,141392.8158957847
2019,00,45460,Terre Haute MSA,TechPoint,683.47485793287,1320.0136122596607
2023,00,31140,Louisville/Jefferson County MSA,TechPoint,20071.034727302864,35677.78017056875
2021,00,21780,Evansville MSA,TechPoint,2177.163790560753,4448.053137996803
2022,00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,290039.3542627573,472513.2866341335
2021,00,29020,Kokomo MSA,Advanced and Traded Industries,11386.045031806787,26980.14625240987
2020,00,18020,Columbus MSA,AgriNovus,1228.508452208952,2262.0796340968636
2022,00,21140,Elkhart-Goshen MSA,AgriNovus,3799.703494963232,6207.424500293585
2022,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,108910.35121712802,119752.3100388193
2021,00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,108359.49194782334,118585.86346282624
2022,00,29200,Lafayette-West Lafayette MSA,BioCrossroads,2949.8901188393684,4588.994996190489
2023,00,18020,Columbus MSA,Conexus,25778.623210012604,62517.9877686562
2022,00,21780,Evansville MSA,Conexus,32305.07767671811,86292.45929825348
2022,00,18020,Columbus MSA,Conexus,25097.93144366684,61486.07484640046
2021,00,26900,Indianapolis-Carmel-Greenwood MSA,Conexus,267951.5569846057,574704.0386255725
2020,0,00000,United States,Conexus,26515837.20144738,63781067.64130332
2020,00,21780,Evansville MSA,TechPoint,2399.5154906349117,4690.709206525216
2020,00,29020,Kokomo MSA,TechPoint,180.34158258027003,484.165791965697
2022,00,17140,Cincinnati MSA,Advanced and Traded Industries,428351.4534301323,692143.6175380222
2020,0,00000,United States,AgriNovus,6309948.363737871,13187600.636120573
2021,00,33140,Michigan City-La Porte MSA,BioCrossroads,320.7784047190346,265.4137816726136
2020,00,29200,Lafayette-West Lafayette MSA,Conexus,23182.141914536085,72238.97189272149
2023,0,00000,United States,TechPoint,6436135.81831224,11699437.896185942
2019,00,14020,Bloomington MSA,TechPoint,1411.753514094855,2750.1999392079424
2023,18,00000,Indiana,TechPoint,79858.09243103524,141306.88357113165
2023,00,14020,Bloomington MSA,TechPoint,1305.1529913244979,2278.45870736217
2022,00,33140,Michigan City-La Porte MSA,TechPoint,320.52065302635,449.6330445797311
2023,00,18020,Columbus MSA,Advanced and Traded Industries,23815.737904704187,51874.10467882412
2020,00,31140,Louisville/Jefferson County MSA,Advanced and Traded Industries,269422.31785536394,444893.4547129303
