statefips,metrofips,geo_area,cicp_initiative,sector,Year,jobs,wages
0,00000,United States,Advanced and Traded Industries,Total,2019,40204645.91618734,102500.61507244968
0,00000,United States,Advanced and Traded Industries,Total,2020,39413287.57486629,107399.18244406741
0,00000,United States,Advanced and Traded Industries,Total,2021,40634720.44272978,114197.7663194425
0,00000,United States,Advanced and Traded Industries,Total,2022,42682443.321349196,117251.04861622177
0,00000,United States,Advanced and Traded Industries,Total,2023,43106015.624770716,121420.54722070749
0,00000,United States,AgriNovus,Total,2019,5004748.038088367,59798.74880047635
0,00000,United States,AgriNovus,Total,2020,4874387.249965142,63682.59769132073
0,00000,United States,AgriNovus,Total,2021,4962838.52458958,66425.5320347609
0,00000,United States,AgriNovus,Total,2022,5156974.062384843,69896.33558205055
0,00000,United States,AgriNovus,Total,2023,5249064.183203923,72201.18149856899
0,00000,United States,BioCrossroads,Total,2019,2190004.03459947,137660.24031483306
0,00000,United States,BioCrossroads,Total,2020,2237576.17851282,146409.9039712989
0,00000,United States,BioCrossroads,Total,2021,2355576.28152765,152503.61505602457
0,00000,United States,BioCrossroads,Total,2022,2492100.6176198567,154871.65003962044
0,00000,United States,BioCrossroads,Total,2023,2530810.3456565617,160705.18663871224
0,00000,United States,Conexus,Total,2019,23267096.418433703,84303.61348480801
0,00000,United States,Conexus,Total,2020,22574226.21068433,87068.26434709577
0,00000,United States,Conexus,Total,2021,23284784.25223619,91125.52828324726
0,00000,United States,Conexus,Total,2022,24399532.493713975,94577.29995883348
0,00000,United States,Conexus,Total,2023,24563244.89456012,98505.12170214695
0,00000,United States,TechPoint,Total,2019,5519656.24037965,142868.9886495532
0,00000,United States,TechPoint,Total,2020,5522202.7692550905,152025.64060095107
0,00000,United States,TechPoint,Total,2021,5671646.87371915,169037.60740367952
0,00000,United States,TechPoint,Total,2022,6037869.15402066,166176.72875970814
0,00000,United States,TechPoint,Total,2023,6045191.238163101,174943.2104522197
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2019,15563.367696898915,73938.78679584623
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2020,15931.810759265547,77469.0813429458
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2021,17428.814501917142,85458.17370024593
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2022,19126.11909441218,87022.02604879426
00,14020,Bloomington MSA,Advanced and Traded Industries,Total,2023,18228.882183850026,89934.60450585462
00,14020,Bloomington MSA,AgriNovus,Total,2019,1236.620811262908,46045.05279174033
00,14020,Bloomington MSA,AgriNovus,Total,2020,1248.8488003375369,51764.80510698821
00,14020,Bloomington MSA,AgriNovus,Total,2021,1249.6278574067203,53640.94987788736
00,14020,Bloomington MSA,AgriNovus,Total,2022,1304.103805910076,57003.9248116808
00,14020,Bloomington MSA,AgriNovus,Total,2023,1255.40462155901,59200.65149405149
00,14020,Bloomington MSA,BioCrossroads,Total,2019,7173.848531714039,79366.21643312517
00,14020,Bloomington MSA,BioCrossroads,Total,2020,7237.849109098851,81754.12901526972
00,14020,Bloomington MSA,BioCrossroads,Total,2021,8606.293539430133,92552.74022023981
00,14020,Bloomington MSA,BioCrossroads,Total,2022,10204.127799390337,90594.76205656663
00,14020,Bloomington MSA,BioCrossroads,Total,2023,9339.661597549066,95161.1219856067
00,14020,Bloomington MSA,Conexus,Total,2019,11726.161798074498,69984.90996067852
00,14020,Bloomington MSA,Conexus,Total,2020,11804.245444208927,73558.80260620013
00,14020,Bloomington MSA,Conexus,Total,2021,13313.661638699003,82614.41724961797
00,14020,Bloomington MSA,Conexus,Total,2022,15044.538816338954,82717.80929365534
00,14020,Bloomington MSA,Conexus,Total,2023,14138.507130270487,86192.8259159562
00,14020,Bloomington MSA,TechPoint,Total,2019,1387.317817767581,84270.79788543312
00,14020,Bloomington MSA,TechPoint,Total,2020,1297.7962210318658,93156.68562166608
00,14020,Bloomington MSA,TechPoint,Total,2021,1253.22182546302,91894.73765553438
00,14020,Bloomington MSA,TechPoint,Total,2022,1219.3792254291848,102270.25457302996
00,14020,Bloomington MSA,TechPoint,Total,2023,1194.5372328951657,102845.81643422108
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2019,1390705.511356818,113965.15761552821
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2020,1354599.8671048628,117790.75289328008
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2021,1363776.061040941,126132.31625615664
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2022,1402727.9281103692,129409.70760660133
00,16980,Chicago-Naperville-Elgin MSA,Advanced and Traded Industries,Total,2023,1412653.1048577952,132149.1703915866
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2019,113108.16211103139,79762.62486994106
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2020,110346.47887228802,85724.75311954212
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2021,113900.32059527184,89566.43963053726
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2022,118389.25067537048,92858.7717525955
00,16980,Chicago-Naperville-Elgin MSA,AgriNovus,Total,2023,124943.49316429463,94369.69428962976
00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,Total,2019,73477.68355611216,170117.63834727881
00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,Total,2020,74162.36862729937,171664.06875858118
00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,Total,2021,75675.36510492,178686.13969971024
00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,Total,2022,76293.56761762028,185592.5423687908
00,16980,Chicago-Naperville-Elgin MSA,BioCrossroads,Total,2023,76272.27765424844,191122.4837841036
00,16980,Chicago-Naperville-Elgin MSA,Conexus,Total,2019,806650.1064046633,93425.62764661123
00,16980,Chicago-Naperville-Elgin MSA,Conexus,Total,2020,782197.8881244422,94491.87282776048
00,16980,Chicago-Naperville-Elgin MSA,Conexus,Total,2021,791818.9657578123,100568.7396228886
00,16980,Chicago-Naperville-Elgin MSA,Conexus,Total,2022,818822.8197645189,103823.4786711313
00,16980,Chicago-Naperville-Elgin MSA,Conexus,Total,2023,829751.6541243138,105747.66304377768
00,16980,Chicago-Naperville-Elgin MSA,TechPoint,Total,2019,155999.72828413322,131250.13316085254
00,16980,Chicago-Naperville-Elgin MSA,TechPoint,Total,2020,151573.31730871234,140554.30855863084
00,16980,Chicago-Naperville-Elgin MSA,TechPoint,Total,2021,148255.9188536504,153379.99397503486
00,16980,Chicago-Naperville-Elgin MSA,TechPoint,Total,2022,151050.50689500503,153567.67340062192
00,16980,Chicago-Naperville-Elgin MSA,TechPoint,Total,2023,146371.48704141116,159476.27845330237
00,17140,Cincinnati MSA,Advanced and Traded Industries,Total,2019,360605.42791432125,99592.94797936923
00,17140,Cincinnati MSA,Advanced and Traded Industries,Total,2020,353990.7407136026,103052.8996630798
00,17140,Cincinnati MSA,Advanced and Traded Industries,Total,2021,365156.2455143733,105803.93622754258
00,17140,Cincinnati MSA,Advanced and Traded Industries,Total,2022,373498.3569893473,108701.62437070158
00,17140,Cincinnati MSA,Advanced and Traded Industries,Total,2023,374116.61156648956,111758.2716898137
00,17140,Cincinnati MSA,AgriNovus,Total,2019,29640.741166073913,69965.58422820363
00,17140,Cincinnati MSA,AgriNovus,Total,2020,27877.07760473996,75964.2404980888
00,17140,Cincinnati MSA,AgriNovus,Total,2021,28541.8793688818,78101.02890654452
00,17140,Cincinnati MSA,AgriNovus,Total,2022,30085.801413587324,81871.43672553528
00,17140,Cincinnati MSA,AgriNovus,Total,2023,32264.965986448977,84624.38647907376
00,17140,Cincinnati MSA,BioCrossroads,Total,2019,12027.928814163635,106974.68189687966
00,17140,Cincinnati MSA,BioCrossroads,Total,2020,12444.17186426733,115177.1659846906
00,17140,Cincinnati MSA,BioCrossroads,Total,2021,13662.887101386477,123208.34526117117
00,17140,Cincinnati MSA,BioCrossroads,Total,2022,14829.677782323364,127310.95265104373
00,17140,Cincinnati MSA,BioCrossroads,Total,2023,14580.329142936132,131317.62311407016
00,17140,Cincinnati MSA,Conexus,Total,2019,216566.0827197737,87578.37569902815
00,17140,Cincinnati MSA,Conexus,Total,2020,210339.368958184,89909.92737765264
00,17140,Cincinnati MSA,Conexus,Total,2021,219409.7386212832,91334.92926853673
00,17140,Cincinnati MSA,Conexus,Total,2022,226398.30624573608,94055.0323130597
00,17140,Cincinnati MSA,Conexus,Total,2023,229099.86631390732,97747.47882384797
00,17140,Cincinnati MSA,TechPoint,Total,2019,27648.205624069367,108700.69040056157
00,17140,Cincinnati MSA,TechPoint,Total,2020,27754.587923646017,112089.30521584307
00,17140,Cincinnati MSA,TechPoint,Total,2021,28140.190229507352,122878.65307931894
00,17140,Cincinnati MSA,TechPoint,Total,2022,28457.73169610512,126721.34293353106
00,17140,Cincinnati MSA,TechPoint,Total,2023,27862.36274400464,132515.45662816102
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2019,26092.717802716415,95731.05469091603
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2020,24164.29965415158,95181.06152933143
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2021,23932.864782346573,101105.04212097485
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2022,24830.449726585466,108141.39798089229
00,18020,Columbus MSA,Advanced and Traded Industries,Total,2023,25229.947527854605,110789.1166691279
00,18020,Columbus MSA,AgriNovus,Total,2019,895.9850676704441,54937.91205859365
00,18020,Columbus MSA,AgriNovus,Total,2020,872.6470215778699,58154.51594334898
00,18020,Columbus MSA,AgriNovus,Total,2021,781.053400369497,63866.988629975545
00,18020,Columbus MSA,AgriNovus,Total,2022,802.6278744534749,66378.69801247724
00,18020,Columbus MSA,AgriNovus,Total,2023,864.157707857919,73638.44956216056
00,18020,Columbus MSA,BioCrossroads,Total,2019,336.0627798367257,83592.68495169669
00,18020,Columbus MSA,BioCrossroads,Total,2020,391.7726935474508,81786.08008229996
00,18020,Columbus MSA,BioCrossroads,Total,2021,425.02293061418004,77678.54088751797
00,18020,Columbus MSA,BioCrossroads,Total,2022,479.54103467420475,77986.60820847284
00,18020,Columbus MSA,BioCrossroads,Total,2023,472.38593622527424,77059.95377763882
00,18020,Columbus MSA,Conexus,Total,2019,22665.570332857224,95859.01115862734
00,18020,Columbus MSA,Conexus,Total,2020,20852.998988483767,94670.78240532479
00,18020,Columbus MSA,Conexus,Total,2021,20784.85335003513,101370.58719373375
00,18020,Columbus MSA,Conexus,Total,2022,21646.00157251922,109146.6665670865
00,18020,Columbus MSA,Conexus,Total,2023,22074.152744676903,109182.07993662552
00,18020,Columbus MSA,TechPoint,Total,2019,960.9332260460619,87566.65921590333
00,18020,Columbus MSA,TechPoint,Total,2020,981.123313862882,85837.47286871134
00,18020,Columbus MSA,TechPoint,Total,2021,838.9237243071832,93347.1050137596
00,18020,Columbus MSA,TechPoint,Total,2022,800.8965633995429,102966.92833265672
00,18020,Columbus MSA,TechPoint,Total,2023,828.3932209657398,107298.17471506586
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2019,80845.2599498128,69136.87103986161
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2020,76117.64038166586,75279.14794263334
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2021,88263.95644246839,87974.44164248265
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2022,91849.92615529102,89613.20756866194
00,21140,Elkhart-Goshen MSA,Advanced and Traded Industries,Total,2023,81354.53858338128,84365.50575899154
00,21140,Elkhart-Goshen MSA,AgriNovus,Total,2019,2527.7118363293234,54914.51634648558
00,21140,Elkhart-Goshen MSA,AgriNovus,Total,2020,2378.73774526199,57709.981656816606
00,21140,Elkhart-Goshen MSA,AgriNovus,Total,2021,2293.885999591495,61791.05611599383
00,21140,Elkhart-Goshen MSA,AgriNovus,Total,2022,2501.781998814066,65759.73413784085
00,21140,Elkhart-Goshen MSA,AgriNovus,Total,2023,2742.492349285674,67435.50873607113
00,21140,Elkhart-Goshen MSA,BioCrossroads,Total,2019,495.6544650324387,89745.78489011512
00,21140,Elkhart-Goshen MSA,BioCrossroads,Total,2020,524.4374368625806,85434.3633226817
00,21140,Elkhart-Goshen MSA,BioCrossroads,Total,2021,490.17884797879555,83978.36780919401
00,21140,Elkhart-Goshen MSA,BioCrossroads,Total,2022,391.1697898853966,88319.34606787206
00,21140,Elkhart-Goshen MSA,BioCrossroads,Total,2023,467.8581942206883,166166.39104482063
00,21140,Elkhart-Goshen MSA,Conexus,Total,2019,75145.68910978388,64927.65776428958
00,21140,Elkhart-Goshen MSA,Conexus,Total,2020,70609.88252650358,69320.88164182821
00,21140,Elkhart-Goshen MSA,Conexus,Total,2021,82559.53179815123,79899.29241516904
00,21140,Elkhart-Goshen MSA,Conexus,Total,2022,85894.14516958337,82229.99960335963
00,21140,Elkhart-Goshen MSA,Conexus,Total,2023,75471.03331599967,76545.61446012162
00,21140,Elkhart-Goshen MSA,TechPoint,Total,2019,1203.298225904875,64864.07712322936
00,21140,Elkhart-Goshen MSA,TechPoint,Total,2020,1102.978444944244,65557.87429248523
00,21140,Elkhart-Goshen MSA,TechPoint,Total,2021,1104.6523498092852,72014.87257464087
00,21140,Elkhart-Goshen MSA,TechPoint,Total,2022,1201.7336114370278,75252.18020193065
00,21140,Elkhart-Goshen MSA,TechPoint,Total,2023,1224.982027582038,78726.64784588345
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2019,39812.221669010185,83636.46844070002
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2020,38317.79932873677,83408.60650068842
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2021,39158.15155343417,85723.75254877572
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2022,40719.02783425166,88802.97820759249
00,21780,Evansville MSA,Advanced and Traded Industries,Total,2023,40577.48376293753,92761.46762333513
00,21780,Evansville MSA,AgriNovus,Total,2019,4813.470677523564,74475.49511020824
00,21780,Evansville MSA,AgriNovus,Total,2020,4810.5812635950015,75574.29960705075
00,21780,Evansville MSA,AgriNovus,Total,2021,4981.673023967271,79987.86258193491
00,21780,Evansville MSA,AgriNovus,Total,2022,4923.081804977468,81210.73218191128
00,21780,Evansville MSA,AgriNovus,Total,2023,4831.826230161969,86012.85701625774
00,21780,Evansville MSA,BioCrossroads,Total,2019,1429.7499884169251,95561.82031867106
00,21780,Evansville MSA,BioCrossroads,Total,2020,1547.4736533009807,107971.39531989497
00,21780,Evansville MSA,BioCrossroads,Total,2021,1673.1324373723903,108537.33577517042
00,21780,Evansville MSA,BioCrossroads,Total,2022,1706.7408350519217,133082.0991864848
00,21780,Evansville MSA,BioCrossroads,Total,2023,1903.4738048251982,135853.05264025
00,21780,Evansville MSA,Conexus,Total,2019,29081.806572261172,75473.0317252204
00,21780,Evansville MSA,Conexus,Total,2020,27758.598669247905,77703.10281438846
00,21780,Evansville MSA,Conexus,Total,2021,28502.62438232436,79518.4904254116
00,21780,Evansville MSA,Conexus,Total,2022,29649.38424372401,83802.61137024431
00,21780,Evansville MSA,Conexus,Total,2023,29338.629071447598,86703.56910380731
00,21780,Evansville MSA,TechPoint,Total,2019,2118.7185044219514,91575.50524165342
00,21780,Evansville MSA,TechPoint,Total,2020,2363.40823238609,90103.37648722513
00,21780,Evansville MSA,TechPoint,Total,2021,2208.405642852864,98540.2040513212
00,21780,Evansville MSA,TechPoint,Total,2022,2169.322412029987,103636.45788681484
00,21780,Evansville MSA,TechPoint,Total,2023,2076.5788254171634,111538.77473534686
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2019,72636.27467539614,75908.98982718865
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2020,69038.79883319848,78195.4561851122
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2021,71854.87868596526,81480.63928544136
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2022,75850.05008257701,85118.67291595448
00,23060,Fort Wayne MSA,Advanced and Traded Industries,Total,2023,76736.78393817009,87213.19357641904
00,23060,Fort Wayne MSA,AgriNovus,Total,2019,5034.897810106058,54473.7989294943
00,23060,Fort Wayne MSA,AgriNovus,Total,2020,4875.181580447661,57081.42724233229
00,23060,Fort Wayne MSA,AgriNovus,Total,2021,4868.673205562421,59376.4173077283
00,23060,Fort Wayne MSA,AgriNovus,Total,2022,5013.243805627044,60999.038303535475
00,23060,Fort Wayne MSA,AgriNovus,Total,2023,5087.141087364956,63429.27038779018
00,23060,Fort Wayne MSA,BioCrossroads,Total,2019,1830.462811605009,77359.31911534445
00,23060,Fort Wayne MSA,BioCrossroads,Total,2020,1897.1466951609902,78250.62607876274
00,23060,Fort Wayne MSA,BioCrossroads,Total,2021,1795.5433342649053,83984.10402215368
00,23060,Fort Wayne MSA,BioCrossroads,Total,2022,1841.446067783514,95243.99469570746
00,23060,Fort Wayne MSA,BioCrossroads,Total,2023,1969.9872025764425,97671.17345763335
00,23060,Fort Wayne MSA,Conexus,Total,2019,55980.14459849684,72377.38135547047
00,23060,Fort Wayne MSA,Conexus,Total,2020,52202.521743396326,73822.46213917315
00,23060,Fort Wayne MSA,Conexus,Total,2021,54878.068295761455,76851.51561031942
00,23060,Fort Wayne MSA,Conexus,Total,2022,58458.309860757414,80705.2373502588
00,23060,Fort Wayne MSA,Conexus,Total,2023,59426.47669899332,82273.93161093471
00,23060,Fort Wayne MSA,TechPoint,Total,2019,6108.229939359984,94758.44193152986
00,23060,Fort Wayne MSA,TechPoint,Total,2020,5869.480365567409,97462.87836921297
00,23060,Fort Wayne MSA,TechPoint,Total,2021,6057.734514867345,98589.10694122262
00,23060,Fort Wayne MSA,TechPoint,Total,2022,6188.510857898716,103677.9338508896
00,23060,Fort Wayne MSA,TechPoint,Total,2023,5891.440725698163,103900.36711684962
00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,Total,2019,318232.5741693889,90072.2726706488
00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,Total,2020,316477.35666024114,93040.31430149815
00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,Total,2021,328479.41852756066,96965.32260519083
00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,Total,2022,348030.67581953603,100842.83534033311
00,26900,Indianapolis-Carmel-Greenwood MSA,Advanced and Traded Industries,Total,2023,355403.7287387019,104937.52225466084
00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,Total,2019,23862.199186313443,67232.47505990857
00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,Total,2020,23359.342663591924,72298.58900999551
00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,Total,2021,24178.018812493767,72971.28038318099
00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,Total,2022,25829.251611840078,76698.07724905701
00,26900,Indianapolis-Carmel-Greenwood MSA,AgriNovus,Total,2023,26312.063778987194,80776.61427192538
00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,Total,2019,25826.169441012644,169049.0032154143
00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,Total,2020,26283.727972562407,174078.01571438593
00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,Total,2021,27466.709733625044,173367.0450159406
00,26900,Indianapolis-Carmel-Greenwood MSA,BioCrossroads,Total,2022,29047.1364216451,173313.8719385445
